x,y,div_category,left,top,width,height,padding,fontSize,margin,lineHeight,borderRadius,backgroundColor_R,backgroundColor_G,backgroundColor_B,color_R,color_G,color_B,position_absolute,display_flex,alignItems_center,boxSizing_border-box,fontWeight_bold,border_none,cursor_pointer,hits
39,199,1,39,199,247,51,24,19.4,-1,-1,4,160,27,6,255,255,255,1,1,1,1,1,0,1,50
43,105,1,43,105,190,54,16,16.4,-1,-1,4,61,193,20,0,0,0,1,1,1,1,1,0,1,72
100,272,2,100,272,179,50,16,18.5,-1,-1,8,26,154,251,255,255,255,1,1,1,1,0,0,1,5
68,462,4,68,462,84,15,24,21.5,-1,-1,8,47,178,113,0,0,0,1,1,1,1,1,0,1,6
76,414,4,76,414,387,46,16,9.0,-1,-1,16,123,124,20,255,255,255,1,1,1,1,1,1,1,5
27,57,0,27,57,291,110,16,20.2,-1,-1,4,22,151,98,255,255,255,1,1,1,1,0,0,1,46
0,162,1,0,162,209,99,16,16.9,-1,-1,8,222,36,78,224,0,49,1,1,1,1,0,0,1,2
13,210,2,13,210,330,96,16,14.2,-1,-1,8,60,3,32,255,255,255,1,1,1,1,0,1,1,69
16,188,2,16,188,244,101,24,25.5,-1,-1,8,15,242,80,0,0,0,1,1,1,1,0,1,1,53
41,190,2,41,190,105,115,24,16.0,-1,-1,4,21,2,201,255,255,255,1,1,1,1,1,0,1,73
50,297,3,50,297,362,63,16,17.1,-1,-1,16,129,99,58,255,255,255,1,1,1,1,0,1,1,94
0,0,0,0,0,201,119,16,18.6,-1,-1,8,65,120,51,255,255,255,1,1,1,1,1,1,1,96
16,285,2,16,285,256,119,24,21.9,-1,-1,4,161,219,86,152,207,101,1,1,1,1,1,1,1,4
60,260,3,60,260,256,107,16,16.5,-1,-1,0,41,143,71,255,255,255,1,1,1,1,0,0,1,61
124,500,4,124,500,402,72,24,21.7,-1,-1,4,241,76,187,0,0,0,1,1,1,1,1,0,1,75
0,321,3,0,321,105,75,16,25.3,-1,-1,16,84,71,228,255,255,255,1,1,1,1,1,0,1,64
13,162,1,13,162,218,53,16,17.3,-1,-1,0,105,184,198,0,0,0,1,1,1,1,1,0,1,71
81,397,4,81,397,240,78,16,22.0,-1,-1,8,192,193,187,0,0,0,1,1,1,1,1,0,1,12
38,471,4,38,471,276,107,24,26.4,-1,-1,4,3,71,225,255,255,255,1,1,1,1,0,0,1,26
50,103,1,50,103,160,74,24,18.6,-1,-1,0,58,246,245,0,0,0,1,1,1,1,0,0,1,70
65,73,1,65,73,182,62,24,14.5,-1,-1,0,75,28,85,255,255,255,1,1,1,1,1,0,1,40
37,91,1,37,91,341,106,24,25.6,-1,-1,0,73,93,135,255,255,255,1,1,1,1,0,1,1,62
13,301,3,13,301,22,16,16,26.7,-1,-1,0,214,76,49,255,255,255,1,1,1,1,0,1,1,11
5,124,1,5,124,376,45,24,24.8,-1,-1,4,220,215,189,0,0,0,1,1,1,1,1,1,1,70
80,205,2,80,205,394,57,24,17.6,-1,-1,4,119,42,145,255,255,255,1,1,1,1,0,0,1,59
161,424,4,161,424,366,45,24,16.9,-1,-1,8,161,209,185,175,243,177,1,1,1,1,1,1,1,0
61,197,1,61,197,385,106,24,21.8,-1,-1,4,247,129,157,0,0,0,1,1,1,1,0,0,1,53
0,268,3,0,268,182,57,16,19.6,-1,-1,4,173,26,82,255,255,255,1,1,1,1,1,1,1,60
17,0,0,17,0,48,21,16,8.1,-1,-1,16,196,205,146,0,0,0,1,1,1,1,1,0,1,4
54,115,1,54,115,365,81,16,25.0,-1,-1,0,118,86,18,255,255,255,1,1,1,1,1,1,1,78
43,230,2,43,230,307,120,24,14.2,-1,-1,8,35,46,145,255,255,255,1,1,1,1,1,0,1,92
178,480,4,178,480,332,96,16,17.7,-1,-1,8,208,54,37,255,255,255,1,1,1,1,1,1,1,41
53,283,3,53,283,224,88,16,20.4,-1,-1,8,235,14,246,203,22,234,1,1,1,1,1,1,1,9
95,452,4,95,452,234,76,24,19.6,-1,-1,4,175,38,91,255,255,255,1,1,1,1,0,1,1,63
55,123,1,55,123,223,78,16,16.8,-1,-1,16,127,182,79,0,0,0,1,1,1,1,0,0,1,78
51,383,3,51,383,261,108,24,26.3,-1,-1,16,140,251,93,0,0,0,1,1,1,1,0,0,1,36
26,0,0,26,0,316,106,24,14.5,-1,-1,8,177,201,89,0,0,0,1,1,1,1,0,0,1,76
88,123,1,88,123,151,86,24,26.1,-1,-1,8,95,134,121,255,255,255,1,1,1,1,0,1,1,62
0,259,3,0,259,290,91,16,17.9,-1,-1,16,92,67,117,255,255,255,1,1,1,1,1,0,1,55
0,125,1,0,125,176,105,16,16.5,-1,-1,16,255,68,161,0,0,0,1,1,1,1,0,0,1,64
0,50,0,0,50,230,105,24,15.3,-1,-1,8,171,133,184,0,0,0,1,1,1,1,0,1,1,60
9,0,0,9,0,447,70,24,23.1,-1,-1,0,89,145,181,0,0,0,1,1,1,1,1,1,1,92
73,211,3,73,211,174,66,24,27.0,-1,-1,8,215,207,36,218,196,36,1,1,1,1,1,1,1,0
49,330,3,49,330,285,120,24,20.3,-1,-1,0,85,94,11,75,86,0,1,1,1,1,0,0,1,5
0,345,3,0,345,113,95,24,27.9,-1,-1,16,53,134,79,62,133,68,1,1,1,1,0,0,1,3
136,453,4,136,453,114,49,24,26.0,-1,-1,16,166,243,239,0,0,0,1,1,1,1,0,0,1,73
151,560,4,151,560,423,117,24,23.0,-1,-1,8,158,177,246,0,0,0,1,1,1,1,1,1,1,4
47,254,2,47,254,105,45,24,24.6,-1,-1,16,69,176,146,0,0,0,1,1,1,1,1,0,1,84
21,266,3,21,266,405,74,24,21.7,-1,-1,16,96,210,223,0,0,0,1,1,1,1,0,1,1,66
24,0,0,24,0,222,111,16,26.7,-1,-1,4,139,145,137,0,0,0,1,1,1,1,1,0,1,83
42,280,3,42,280,239,107,16,14.3,-1,-1,16,25,11,95,255,255,255,1,1,1,1,0,0,1,82
14,10,0,14,10,352,72,16,18.4,-1,-1,4,255,190,237,0,0,0,1,1,1,1,0,1,1,82
81,279,3,81,279,80,15,24,25.8,-1,-1,16,195,6,62,255,255,255,1,1,1,1,0,0,1,8
29,100,1,29,100,148,111,16,16.9,-1,-1,8,199,159,165,0,0,0,1,1,1,1,1,1,1,68
22,155,1,22,155,126,72,16,17.3,-1,-1,16,222,166,7,0,0,0,1,1,1,1,0,0,1,79
22,0,0,22,0,343,64,16,15.3,-1,-1,0,80,255,46,0,0,0,1,1,1,1,1,0,1,81
163,524,4,163,524,164,107,16,27.7,-1,-1,16,177,224,98,185,229,75,1,1,1,1,1,1,1,0
140,545,4,140,545,197,117,24,18.9,-1,-1,16,239,140,82,218,157,79,1,1,1,1,0,1,1,4
9,90,1,9,90,417,91,16,17.3,-1,-1,8,32,198,97,0,0,0,1,1,1,1,1,1,1,52
0,329,2,0,329,86,31,16,10.5,-1,-1,0,66,91,16,255,255,255,1,1,1,1,1,1,1,0
152,467,4,152,467,402,77,16,8.7,-1,-1,16,36,6,106,255,255,255,1,1,1,1,0,1,1,31
133,424,4,133,424,312,92,16,14.8,-1,-1,0,136,20,36,255,255,255,1,1,1,1,0,0,1,48
242,475,4,242,475,198,112,24,22.0,-1,-1,16,91,212,54,0,0,0,1,1,1,1,0,0,1,0
44,169,1,44,169,358,88,24,21.5,-1,-1,16,226,180,161,0,0,0,1,1,1,1,1,1,1,80
144,478,4,144,478,379,72,16,21.7,-1,-1,8,130,184,231,0,0,0,1,1,1,1,0,0,1,72
8,268,2,8,268,48,16,16,14.3,-1,-1,4,141,79,48,146,58,25,1,1,1,1,1,1,1,0
56,40,0,56,40,391,72,16,24.1,-1,-1,8,247,88,249,0,0,0,1,1,1,1,0,1,1,46
47,0,0,47,0,271,89,16,20.1,-1,-1,8,61,116,5,255,255,255,1,1,1,1,0,1,1,63
70,464,4,70,464,267,109,24,16.1,-1,-1,4,201,228,46,0,0,0,1,1,1,1,0,1,1,51
1,32,0,1,32,125,115,24,15.2,-1,-1,4,222,66,69,255,255,255,1,1,1,1,0,0,1,71
0,45,0,0,45,320,86,24,22.1,-1,-1,0,57,211,216,0,0,0,1,1,1,1,1,0,1,61
33,214,2,33,214,326,63,16,26.9,-1,-1,0,119,102,191,255,255,255,1,1,1,1,0,0,1,82
69,403,4,69,403,247,46,24,25.3,-1,-1,16,156,230,241,142,255,228,1,1,1,1,0,0,1,0
72,302,3,72,302,439,112,24,8.5,-1,-1,0,145,102,138,106,70,147,1,1,1,1,0,1,1,4
0,248,3,0,248,294,110,24,15.4,-1,-1,0,161,248,45,0,0,0,1,1,1,1,0,0,1,47
103,536,4,103,536,350,95,24,14.3,-1,-1,0,180,181,154,0,0,0,1,1,1,1,1,1,1,36
0,0,0,0,0,243,73,16,26.6,-1,-1,16,70,44,195,255,255,255,1,1,1,1,0,0,1,100
30,289,3,30,289,409,87,16,15.8,-1,-1,16,70,103,70,255,255,255,1,1,1,1,0,0,1,89
0,236,2,0,236,88,33,24,9.0,-1,-1,8,74,15,163,255,255,255,1,1,1,1,1,1,1,2
30,167,1,30,167,154,61,16,24.7,-1,-1,16,136,118,118,255,255,255,1,1,1,1,0,1,1,73
113,307,2,113,307,298,107,24,16.3,-1,-1,16,115,16,209,255,255,255,1,1,1,1,0,0,1,19
29,95,1,29,95,76,29,24,18.5,-1,-1,8,234,126,218,0,0,0,1,1,1,1,1,0,1,2
248,472,4,248,472,78,11,16,17.4,-1,-1,4,202,20,198,255,255,255,1,1,1,1,1,1,1,0
40,299,3,40,299,246,104,16,18.1,-1,-1,4,27,72,237,255,255,255,1,1,1,1,0,1,1,98
47,294,3,47,294,112,67,16,26.6,-1,-1,0,103,232,46,0,0,0,1,1,1,1,0,0,1,94
17,278,3,17,278,143,112,16,24.2,-1,-1,4,81,193,194,62,195,226,1,1,1,1,0,0,1,10
0,0,0,0,0,258,102,24,16.5,-1,-1,16,67,103,1,255,255,255,1,1,1,1,1,0,1,98
84,474,4,84,474,221,72,24,20.7,-1,-1,4,209,226,40,0,0,0,1,1,1,1,0,0,1,62
29,200,1,29,200,64,11,16,8.1,-1,-1,16,152,169,44,165,151,24,1,1,1,1,1,0,1,1
0,32,0,0,32,265,92,24,25.5,-1,-1,8,218,33,149,255,255,255,1,1,1,1,1,0,1,71
89,57,1,89,57,155,118,24,22.8,-1,-1,8,44,247,147,0,0,0,1,1,1,1,0,1,1,25
102,455,4,102,455,354,108,16,26.4,-1,-1,16,119,148,99,82,167,139,1,1,1,1,1,0,1,9
0,193,2,0,193,426,72,24,8.6,-1,-1,0,144,130,34,255,255,255,1,1,1,1,0,1,1,20
0,345,2,0,345,391,48,24,16.7,-1,-1,4,173,245,242,0,0,0,1,1,1,1,1,1,1,18
77,350,3,77,350,311,52,24,18.2,-1,-1,0,161,9,106,255,255,255,1,1,1,1,0,1,1,48
21,0,0,21,0,292,113,24,22.0,-1,-1,0,199,95,59,255,255,255,1,1,1,1,1,1,1,85
0,14,0,0,14,221,92,16,27.3,-1,-1,16,110,154,89,74,139,60,1,1,1,1,0,0,1,8
0,282,2,0,282,368,84,16,16.0,-1,-1,0,50,67,105,255,255,255,1,1,1,1,1,0,1,54
107,455,4,107,455,270,104,16,15.4,-1,-1,4,159,11,159,255,255,255,1,1,1,1,1,1,1,74
155,487,4,155,487,325,60,24,16.2,-1,-1,8,58,7,52,255,255,255,1,1,1,1,0,1,1,55
101,516,4,101,516,136,84,24,18.7,-1,-1,16,227,25,66,193,0,75,1,1,1,1,0,1,1,1
65,494,4,65,494,270,70,24,23.4,-1,-1,16,40,238,67,59,210,85,1,1,1,1,0,0,1,1
63,127,1,63,127,415,78,16,19.5,-1,-1,8,169,166,232,0,0,0,1,1,1,1,1,1,1,75
53,89,1,53,89,278,118,24,8.3,-1,-1,16,54,166,36,255,255,255,1,1,1,1,0,0,1,23
166,462,4,166,462,346,94,16,8.6,-1,-1,16,220,222,175,0,0,0,1,1,1,1,0,1,1,19
19,302,2,19,302,327,67,16,19.7,-1,-1,4,55,194,167,0,0,0,1,1,1,1,0,0,1,53
11,83,1,11,83,331,113,24,22.6,-1,-1,16,228,100,105,0,0,0,1,1,1,1,1,0,1,47
42,494,4,42,494,85,22,16,25.9,-1,-1,4,31,189,27,62,194,1,1,1,1,1,1,1,1,3
0,345,2,0,345,307,93,24,17.0,-1,-1,16,88,243,71,0,0,0,1,1,1,1,0,1,1,16
0,207,1,0,207,29,30,16,10.2,-1,-1,16,249,223,69,255,241,106,1,1,1,1,1,1,1,3
48,296,3,48,296,195,99,16,22.1,-1,-1,0,121,137,210,0,0,0,1,1,1,1,1,1,1,93
0,11,0,0,11,140,63,16,21.4,-1,-1,16,143,238,40,0,0,0,1,1,1,1,0,1,1,92
118,514,4,118,514,63,27,24,20.6,-1,-1,8,240,169,215,0,0,0,1,1,1,1,0,0,1,10
125,476,4,125,476,388,78,24,9.4,-1,-1,16,86,26,149,255,255,255,1,1,1,1,0,0,1,37
101,467,4,101,467,55,18,16,8.8,-1,-1,16,131,7,57,255,255,255,1,1,1,1,1,0,1,6
52,137,2,52,137,220,107,16,21.4,-1,-1,16,16,175,43,255,255,255,1,1,1,1,1,1,1,3
0,169,1,0,169,426,66,16,24.3,-1,-1,16,176,27,135,255,255,255,1,1,1,1,1,1,1,57
46,228,2,46,228,372,74,24,23.9,-1,-1,16,242,134,74,0,0,0,1,1,1,1,1,1,1,89
120,483,4,120,483,121,57,24,22.9,-1,-1,16,221,139,171,0,0,0,1,1,1,1,1,0,1,92
93,438,4,93,438,366,88,16,27.9,-1,-1,0,160,5,4,255,255,255,1,1,1,1,1,1,1,47
47,100,1,47,100,228,69,16,9.9,-1,-1,16,29,111,62,255,255,255,1,1,1,1,0,0,1,23
56,71,1,56,71,339,54,24,26.9,-1,-1,0,141,218,165,0,0,0,1,1,1,1,1,1,1,45
81,268,2,81,268,232,78,24,15.0,-1,-1,4,102,201,91,0,0,0,1,1,1,1,0,1,1,59
50,298,2,50,298,29,12,24,17.5,-1,-1,16,228,9,254,188,0,255,1,1,1,1,0,1,1,0
106,340,3,106,340,135,114,16,19.4,-1,-1,0,246,62,183,0,0,0,1,1,1,1,1,1,1,36
0,0,0,0,0,248,70,24,14.6,-1,-1,16,196,97,153,0,0,0,1,1,1,1,0,1,1,100
15,141,1,15,141,44,10,24,22.3,-1,-1,16,250,199,32,0,0,0,1,1,1,1,0,0,1,9
60,196,2,60,196,25,22,16,10.4,-1,-1,16,234,76,119,0,0,0,1,1,1,1,0,1,1,0
129,439,4,129,439,36,10,16,14.7,-1,-1,0,157,49,233,255,255,255,1,1,1,1,0,1,1,9
89,413,4,89,413,212,53,16,20.0,-1,-1,8,205,166,61,0,0,0,1,1,1,1,0,0,1,28
73,415,4,73,415,132,60,16,24.6,-1,-1,4,86,189,84,0,0,0,1,1,1,1,0,1,1,19
0,182,1,0,182,82,12,24,8.5,-1,-1,4,45,145,213,255,255,255,1,1,1,1,0,0,1,4
2,397,2,2,397,310,75,24,22.5,-1,-1,8,19,92,255,255,255,255,1,1,1,1,1,0,1,0
144,477,4,144,477,160,112,16,22.7,-1,-1,16,112,237,106,0,0,0,1,1,1,1,1,0,1,71
5,168,1,5,168,122,51,24,18.0,-1,-1,0,222,128,171,0,0,0,1,1,1,1,0,0,1,67
91,474,4,91,474,114,107,24,15.0,-1,-1,4,120,227,166,0,0,0,1,1,1,1,0,1,1,74
142,136,1,142,136,72,16,24,17.1,-1,-1,4,241,248,27,0,0,0,1,1,1,1,1,1,1,0
85,111,1,85,111,199,90,24,16.8,-1,-1,16,65,16,30,255,255,255,1,1,1,1,1,0,1,54
38,346,2,38,346,251,65,16,22.9,-1,-1,16,87,117,44,255,255,255,1,1,1,1,1,1,1,35
0,54,0,0,54,226,76,24,22.1,-1,-1,0,76,2,213,255,255,255,1,1,1,1,1,1,1,53
68,277,3,68,277,150,102,24,15.2,-1,-1,4,6,208,111,3,198,82,1,1,1,1,1,0,1,3
65,338,3,65,338,170,96,16,26.2,-1,-1,8,237,0,36,255,255,255,1,1,1,1,1,1,1,65
151,407,4,151,407,206,55,24,18.7,-1,-1,4,28,186,26,34,205,65,1,1,1,1,0,0,1,0
10,130,1,10,130,222,114,24,9.4,-1,-1,8,107,115,164,255,255,255,1,1,1,1,0,0,1,28
37,277,2,37,277,348,109,16,15.7,-1,-1,4,149,231,188,0,0,0,1,1,1,1,1,0,1,79
5,0,0,5,0,191,81,16,15.1,-1,-1,0,84,141,57,255,255,255,1,1,1,1,1,1,1,95
139,494,4,139,494,342,89,24,24.3,-1,-1,8,10,149,96,0,175,98,1,1,1,1,1,1,1,5
62,343,3,62,343,167,84,24,17.6,-1,-1,8,247,190,147,0,0,0,1,1,1,1,1,0,1,57
161,488,4,161,488,374,81,24,16.5,-1,-1,4,78,82,121,78,115,97,1,1,1,1,0,0,1,4
37,140,2,37,140,175,92,16,27.7,-1,-1,16,154,62,12,255,255,255,1,1,1,1,1,0,1,38
12,6,0,12,6,379,109,24,23.9,-1,-1,8,242,148,75,0,0,0,1,1,1,1,0,1,1,91
8,0,0,8,0,90,13,16,19.6,-1,-1,8,112,228,182,79,255,166,1,1,1,1,0,0,1,1
0,31,0,0,31,328,56,16,19.5,-1,-1,16,251,162,28,0,0,0,1,1,1,1,1,1,1,74
38,280,2,38,280,64,21,24,20.2,-1,-1,8,44,110,227,255,255,255,1,1,1,1,0,1,1,6
41,301,3,41,301,31,14,24,20.6,-1,-1,4,171,33,192,183,27,205,1,1,1,1,0,0,1,0
77,279,3,77,279,351,50,16,18.2,-1,-1,8,155,252,237,0,0,0,1,1,1,1,1,1,1,68
2,0,0,2,0,247,98,16,26.7,-1,-1,8,125,14,61,255,255,255,1,1,1,1,1,1,1,98
22,221,2,22,221,343,60,24,24.3,-1,-1,4,8,132,83,255,255,255,1,1,1,1,1,0,1,76
6,0,0,6,0,314,90,16,8.9,-1,-1,8,39,99,93,255,255,255,1,1,1,1,1,1,1,38
90,186,2,90,186,285,57,24,18.9,-1,-1,16,73,6,70,255,255,255,1,1,1,1,1,0,1,41
0,0,0,0,0,357,73,16,25.1,-1,-1,0,58,213,235,0,0,0,1,1,1,1,1,1,1,96
97,251,2,97,251,171,101,16,22.4,-1,-1,4,175,88,155,150,76,131,1,1,1,1,1,0,1,9
81,80,1,81,80,30,23,16,25.0,-1,-1,0,39,9,247,255,255,255,1,1,1,1,0,1,1,0
8,26,0,8,26,122,53,24,14.1,-1,-1,0,49,63,105,255,255,255,1,1,1,1,0,0,1,75
43,303,2,43,303,278,90,16,21.0,-1,-1,4,123,34,50,255,255,255,1,1,1,1,1,0,1,62
94,526,4,94,526,32,16,16,25.9,-1,-1,8,243,187,94,0,0,0,1,1,1,1,1,1,1,6
131,125,1,131,125,308,59,24,18.4,-1,-1,0,238,56,69,255,255,255,1,1,1,1,0,1,1,25
22,358,3,22,358,56,24,16,18.4,-1,-1,0,227,115,208,0,0,0,1,1,1,1,1,1,1,7
103,119,1,103,119,82,31,16,9.3,-1,-1,4,43,61,73,255,255,255,1,1,1,1,0,1,1,3
23,128,1,23,128,404,96,24,10.5,-1,-1,8,255,142,139,0,0,0,1,1,1,1,1,1,1,35
0,263,3,0,263,175,103,16,8.8,-1,-1,16,254,118,68,220,86,91,1,1,1,1,1,0,1,3
0,193,2,0,193,149,54,24,21.3,-1,-1,8,252,238,103,0,0,0,1,1,1,1,0,0,1,51
38,309,3,38,309,160,94,16,25.9,-1,-1,8,226,235,18,255,233,0,1,1,1,1,1,1,1,9
46,0,0,46,0,351,115,24,22.0,-1,-1,8,243,80,28,255,255,255,1,1,1,1,1,1,1,63
29,0,0,29,0,25,14,16,18.9,-1,-1,4,13,174,194,17,179,206,1,1,1,1,0,1,1,0
117,496,4,117,496,28,19,24,8.5,-1,-1,8,166,19,235,255,255,255,1,1,1,1,0,1,1,2
63,485,4,63,485,60,22,24,18.5,-1,-1,8,50,250,51,0,0,0,1,1,1,1,0,1,1,1
46,269,2,46,269,203,108,24,27.6,-1,-1,4,38,109,147,255,255,255,1,1,1,1,0,0,1,77
134,568,4,134,568,134,117,24,20.7,-1,-1,16,107,177,39,0,0,0,1,1,1,1,1,0,1,8
14,278,3,14,278,419,110,24,24.7,-1,-1,8,92,9,95,255,255,255,1,1,1,1,1,0,1,70
88,447,4,88,447,336,63,16,24.5,-1,-1,4,153,222,210,0,0,0,1,1,1,1,1,1,1,57
14,311,2,14,311,231,75,24,15.6,-1,-1,16,98,14,125,255,255,255,1,1,1,1,1,0,1,42
96,117,1,96,117,169,48,16,25.2,-1,-1,8,90,21,248,255,255,255,1,1,1,1,1,0,1,48
6,318,3,6,318,443,56,16,25.8,-1,-1,8,71,120,57,255,255,255,1,1,1,1,1,0,1,69
17,165,1,17,165,260,87,24,24.3,-1,-1,0,120,216,111,102,203,106,1,1,1,1,1,1,1,6
6,0,0,6,0,316,105,16,27.5,-1,-1,0,74,185,243,0,0,0,1,1,1,1,0,0,1,97
101,347,2,101,347,258,91,16,23.6,-1,-1,8,121,226,198,131,218,196,1,1,1,1,0,0,1,0
15,284,3,15,284,429,97,24,17.8,-1,-1,16,41,251,241,0,0,0,1,1,1,1,0,0,1,79
51,260,2,51,260,280,98,16,25.4,-1,-1,16,167,232,14,0,0,0,1,1,1,1,0,0,1,83
66,380,3,66,380,256,85,24,15.6,-1,-1,4,127,66,210,255,255,255,1,1,1,1,1,0,1,31
111,438,4,111,438,244,70,16,9.1,-1,-1,16,201,193,114,163,224,152,1,1,1,1,0,1,1,3
0,110,1,0,110,74,29,24,15.2,-1,-1,0,188,87,60,215,102,78,1,1,1,1,0,0,1,3
38,211,1,38,211,236,81,16,19.3,-1,-1,16,220,105,110,0,0,0,1,1,1,1,0,1,1,41
19,148,1,19,148,53,17,24,26.7,-1,-1,16,189,234,43,166,235,53,1,1,1,1,1,0,1,2
0,35,0,0,35,126,87,24,20.6,-1,-1,16,181,23,2,255,255,255,1,1,1,1,1,0,1,72
246,448,4,246,448,42,18,24,20.9,-1,-1,0,173,239,67,200,254,45,1,1,1,1,0,1,1,0
20,302,2,20,302,320,81,24,17.7,-1,-1,4,135,160,223,0,0,0,1,1,1,1,1,0,1,51
67,213,1,67,213,49,15,16,8.8,-1,-1,16,239,223,59,0,0,0,1,1,1,1,1,1,1,4
63,285,3,63,285,175,60,16,16.9,-1,-1,0,145,92,86,255,255,255,1,1,1,1,0,1,1,80
17,33,0,17,33,355,57,24,14.4,-1,-1,4,62,201,191,0,0,0,1,1,1,1,0,0,1,73
72,320,3,72,320,437,106,24,27.4,-1,-1,4,2,168,22,255,255,255,1,1,1,1,0,0,1,73
82,310,2,82,310,128,54,24,22.4,-1,-1,0,47,204,130,0,0,0,1,1,1,1,0,0,1,40
95,165,1,95,165,306,81,24,27.4,-1,-1,4,78,61,152,255,255,255,1,1,1,1,1,0,1,51
33,248,2,33,248,350,102,24,20.7,-1,-1,16,216,46,216,255,255,255,1,1,1,1,0,0,1,92
180,437,4,180,437,337,73,24,24.0,-1,-1,8,253,42,148,255,255,255,1,1,1,1,0,0,1,19
54,216,2,54,216,367,99,24,14.7,-1,-1,8,39,23,55,255,255,255,1,1,1,1,1,1,1,77
121,521,4,121,521,84,10,24,10.0,-1,-1,16,91,93,201,104,91,201,1,1,1,1,1,1,1,0
47,141,1,47,141,140,78,24,15.5,-1,-1,8,9,2,202,0,23,220,1,1,1,1,1,1,1,10
0,284,2,0,284,37,10,16,25.4,-1,-1,16,96,13,107,255,255,255,1,1,1,1,0,0,1,2
65,369,2,65,369,175,105,16,15.6,-1,-1,4,78,227,248,0,0,0,1,1,1,1,1,1,1,12
0,6,0,0,6,152,100,24,25.9,-1,-1,4,148,18,249,255,255,255,1,1,1,1,0,0,1,95
49,363,3,49,363,383,53,24,23.1,-1,-1,16,242,59,253,0,0,0,1,1,1,1,0,0,1,50
36,256,2,36,256,340,89,24,21.1,-1,-1,16,173,239,67,0,0,0,1,1,1,1,1,1,1,90
64,147,1,64,147,244,56,16,15.8,-1,-1,0,102,80,251,115,103,249,1,1,1,1,1,1,1,5
22,251,2,22,251,189,109,24,8.2,-1,-1,0,220,58,116,208,80,109,1,1,1,1,1,0,1,7
173,428,4,173,428,153,51,16,20.1,-1,-1,0,234,56,54,255,255,255,1,1,1,1,0,0,1,22
3,0,0,3,0,285,65,16,23.9,-1,-1,0,255,50,78,255,255,255,1,1,1,1,0,1,1,96
87,239,3,87,239,103,76,24,20.6,-1,-1,8,146,87,43,255,255,255,1,1,1,1,0,0,1,40
92,485,4,92,485,216,62,16,19.8,-1,-1,0,209,234,185,0,0,0,1,1,1,1,0,1,1,64
102,236,2,102,236,184,100,24,10.3,-1,-1,8,77,29,151,255,255,255,1,1,1,1,1,0,1,29
17,352,2,17,352,412,63,24,20.2,-1,-1,4,105,226,176,0,0,0,1,1,1,1,1,0,1,23
0,0,0,0,0,299,61,16,21.6,-1,-1,0,109,47,159,255,255,255,1,1,1,1,0,1,1,100
57,119,1,57,119,255,99,16,15.5,-1,-1,0,30,190,132,0,0,0,1,1,1,1,1,1,1,77
68,498,4,68,498,332,88,16,25.3,-1,-1,16,119,179,153,0,0,0,1,1,1,1,0,0,1,36
49,206,2,49,206,198,91,16,16.1,-1,-1,8,217,210,41,231,186,61,1,1,1,1,1,1,1,5
0,292,2,0,292,425,99,16,23.6,-1,-1,4,250,213,83,226,235,101,1,1,1,1,1,1,1,1
19,0,0,19,0,386,92,16,15.7,-1,-1,0,209,56,61,255,255,255,1,1,1,1,1,1,1,83
113,175,2,113,175,348,48,24,16.0,-1,-1,0,215,24,156,255,255,255,1,1,1,1,0,1,1,22
0,0,0,0,0,313,106,16,21.9,-1,-1,4,172,193,243,0,0,0,1,1,1,1,1,1,1,100
38,309,3,38,309,61,12,16,23.3,-1,-1,16,209,198,119,0,0,0,1,1,1,1,1,0,1,7
30,154,1,30,154,392,84,24,15.7,-1,-1,0,43,98,27,255,255,255,1,1,1,1,0,0,1,86
0,43,0,0,43,205,76,16,25.7,-1,-1,8,227,43,164,255,255,255,1,1,1,1,1,0,1,61
36,344,3,36,344,87,20,24,15.3,-1,-1,4,50,86,146,42,57,125,1,1,1,1,0,1,1,0
53,158,1,53,158,27,19,16,18.5,-1,-1,0,211,165,132,0,0,0,1,1,1,1,0,0,1,10
148,487,4,148,487,352,110,16,19.4,-1,-1,16,58,137,31,255,255,255,1,1,1,1,0,1,1,63
65,193,1,65,193,109,79,16,22.2,-1,-1,4,51,126,64,255,255,255,1,1,1,1,0,1,1,52
129,498,4,129,498,225,113,24,27.5,-1,-1,4,231,21,0,255,255,255,1,1,1,1,0,0,1,73
36,357,3,36,357,228,93,16,25.8,-1,-1,8,108,144,23,255,255,255,1,1,1,1,0,1,1,54
0,54,0,0,54,384,80,24,17.0,-1,-1,4,162,175,133,0,0,0,1,1,1,1,1,1,1,58
38,82,1,38,82,406,87,24,10.1,-1,-1,16,1,243,2,0,0,0,1,1,1,1,1,0,1,22
3,0,0,3,0,443,101,16,18.9,-1,-1,0,192,183,198,0,0,0,1,1,1,1,1,1,1,99
73,113,1,73,113,213,47,16,23.5,-1,-1,4,183,98,46,255,255,255,1,1,1,1,1,1,1,66
0,0,0,0,0,410,71,16,11.0,-1,-1,4,202,56,142,255,255,255,1,1,1,1,0,0,1,39
0,0,0,0,0,49,26,24,17.8,-1,-1,8,11,129,232,25,95,233,1,1,1,1,0,1,1,0
0,330,3,0,330,122,73,16,10.8,-1,-1,4,229,161,2,0,0,0,1,1,1,1,1,0,1,22
71,157,1,71,157,268,84,24,9.9,-1,-1,8,14,245,221,0,0,0,1,1,1,1,0,0,1,29
1,298,3,1,298,274,51,16,21.3,-1,-1,0,121,37,224,255,255,255,1,1,1,1,0,0,1,69
